Epoch,Latitude_deg,Longitude_deg,Altitude_m,Clock_Bias_m,East_m,North_m,Up_m,ECEF_X_m,ECEF_Y_m,ECEF_Z_m
26,22.30567301556389,114.18046554059046,35.12645682319999,1335342.9526458713,39.48813680242842,-3.6248211749444867,15.388461652873696,-2418248.8903309605,5385758.072368215,2405775.4718815773
27,22.305721270213592,114.18050042819665,54.42354482319206,1335376.1167306385,43.08306965882855,1.7186738624000837,34.685527197920166,-2418258.651862894,5385771.0364072975,2405787.7397014764
28,22.305771210197435,114.18053728180894,73.5383979761973,1335409.7572580487,46.88059815061759,7.248829337551465,53.800349675027086,-2418268.500133946,5385783.699018163,2405800.111044327
29,22.305726000992486,114.18050245413698,57.53809770382941,1335419.1288914864,43.29184269077239,2.242540098808255,37.80007850267099,-2418259.941153343,5385773.39818555,2405789.406490445
30,22.30566902712776,114.18051719635112,55.37941076327115,1335439.368830804,44.81088755000221,-4.066479341150163,35.64138016910932,-2418261.489702783,5385773.138518462,2405782.7502325093
31,22.305678053836584,114.18052008182829,51.470889256335795,1335457.9759473791,45.108177412954554,-3.0669004977294345,31.73285712925762,-2418260.1243515466,5385769.371852578,2405782.191541542
32,22.30568163948688,114.18052876119273,53.27416859380901,1335480.0962630555,46.0025128188545,-2.669840508191061,33.53613026197776,-2418261.561852237,5385770.390008389,2405783.243319538
33,22.305700150444977,114.18048468053556,37.26835856959224,1335488.753619655,41.46032179157242,-0.6200342803085555,17.53035189665724,-2418251.0340235606,5385758.031903749,2405779.0647768434
34,22.305728749835232,114.18044691150824,28.21293158084154,1335501.5697924548,37.56854139961708,2.546907722392763,8.47494852558425,-2418243.559750042,5385750.886695857,2405778.557779776
35,22.305732135065565,114.18045842132088,28.892567763105035,1335522.3065706524,38.75451341495117,2.921774133267931,9.154577452516497,-2418244.840938614,5385750.844724674,2405779.162547655
36,22.305754233440013,114.18044569961545,24.46544422209263,1335540.0891207037,37.443639423758526,5.368829028105795,4.727460141142853,-2418241.5869631376,5385746.797893572,2405779.746189323
37,22.305755267921835,114.18044512669817,22.228074876591563,1335558.6952473111,37.3845928037262,5.483380140634024,2.4900910433052186,-2418240.6674241666,5385744.8940774845,2405779.0029791724
38,22.305763937684063,114.18044394591034,20.98420642130077,1335579.0136296677,37.26291523119787,6.443423055113867,1.2462223962514167,-2418239.9357976075,5385743.56167991,2405779.419075702
39,22.30576655844824,114.18045233254392,21.826244642958045,1335600.4943745902,38.12707542357816,6.7336358085291055,2.088255212799169,-2418240.9981139153,5385743.8179047275,2405780.0071645128
40,22.30577411752645,114.18045130679785,19.661594160832465,1335619.8623123593,38.02136794202982,7.570686001405664,-0.07639558273258644,-2418239.9512415305,5385741.744411788,2405779.9599903356
41,22.305780458672494,114.1804610111871,20.592939815483987,1335641.5365647785,39.021308564775524,8.272875009169073,0.854943158823292,-2418241.1072202655,5385741.877748481,2405780.9631239227
42,22.3057844237019,114.180468642932,21.119120999239385,1335663.1974821182,39.80768298134468,8.71194438892701,1.3811188976963704,-2418241.955737587,5385741.847710267,2405781.5690476904
43,22.30578722128692,114.18047829934845,21.8138533430174,1335684.912368598,40.802680355392226,9.02173794624598,2.07584452432458,-2418243.0785446935,5385741.919236365,2405782.1193419187
44,22.305789450994453,114.18048703377805,22.259583171457052,1335706.3844731643,41.702675229447,9.268647208073624,2.5215681791991287,-2418244.0301001295,5385741.841292,2405782.516949089
45,22.30579538978396,114.18049239092984,21.912468871101737,1335727.2251443225,42.25467025433878,9.92627888578104,2.17444925145705,-2418244.2998828962,5385741.094519835,2405782.993623058
46,22.305799320883995,114.18049793813756,21.85098881740123,1335748.1538379197,42.82625099555184,10.361589942983992,2.1129646925480587,-2418244.7303389367,5385740.657778572,2405783.3730242676
47,22.305803292139682,114.18050387131,21.632414172403514,1335769.151849263,43.437600277630004,10.801347484705225,1.8943851820719524,-2418245.1368509945,5385740.070620201,2405783.696914119
48,22.305807338280854,114.18051098605966,21.645241387188435,1335790.3008911402,44.170700348889945,11.249398204174236,1.9072065861474483,-2418245.740833182,5385739.626022795,2405784.1163044083
49,22.305810562251867,114.18051812859014,21.73944744374603,1335811.6353131614,44.90666374280178,11.606406269615658,2.001406862139686,-2418246.392420443,5385739.28045961,2405784.482351802
50,22.30581448568273,114.18052540211421,21.673658731393516,1335832.7143461579,45.656123282096466,12.040868665614763,1.9356120232792837,-2418246.9836471826,5385738.767514109,2405784.8593318947
51,22.305820683491593,114.18053012960914,21.03109076898545,1335853.2527980562,46.14323594725641,12.72718194370282,1.2930392168743643,-2418247.0778172174,5385737.788024216,2405785.2504022596
52,22.30581443485358,114.18055876882812,17.543795279227197,1335873.2657002388,49.09418551654375,12.03524274754197,-2.194276943268375,-2418248.555891463,5385733.8755862955,2405783.286634642
53,22.305808121555255,114.1805687144279,18.836604655720294,1335895.8601809463,50.11898822269896,11.336146949020605,-0.9014742466648559,-2418250.089380914,5385734.789006446,2405783.1305318936
54,22.305787242887693,114.18056436216665,25.83729540091008,1335922.3824477103,49.67059486870286,9.024161416218538,6.099223714826398,-2418252.6927176532,5385741.681777755,2405783.6486507524
55,22.305779072133415,114.18054008031991,35.640969689935446,1335949.530475461,47.16867536115397,8.119378737522187,15.902918210434489,-2418254.266140337,5385751.294173069,2405786.532546738
56,22.30577906988159,114.18055126396456,31.178485257551074,1335970.091209848,48.321003035641965,8.119127207497618,11.440425155749656,-2418253.626316737,5385747.055917061,2405784.8385824044
57,22.305821550220333,114.1805946662348,9.978167543187737,1335976.5226450325,52.79297350438682,12.823157777276036,-9.759935752174984,-2418248.9406127846,5385725.702313184,2405781.144058615
58,22.30584420268647,114.18064516023412,2.217800888232887,1335992.9948684776,57.995767033542386,15.33156925276178,-17.52035314027109,-2418250.3560997625,5385716.152896364,2405780.5193173117
59,22.30582998129276,114.18062239627952,-4.6171002220362425,1336009.9061663207,55.65013115892185,13.756747495743737,-24.35522975122527,-2418245.870977136,5385711.890327247,2405776.4681706773
60,22.30584303090527,114.18065123936766,-11.156024174764752,1336027.3017733654,58.62203431386729,15.201783001199303,-30.894183611950027,-2418245.8795051547,5385704.6538027,2405775.3232281776
61,22.305819918229645,114.18063486983733,13.879410879686475,1336062.593315786,56.93556566380772,12.642462331876729,-5.858727670416789,-2418254.2262222273,5385727.360666751,2405782.457581133
62,22.305829726782864,114.18065090648865,-5.251272459514439,1336074.5464507972,58.58779452861789,13.72857392576218,-24.989428223874796,-2418248.314944202,5385710.161534618,2405776.201396333
63,22.305788261905143,114.18061969151408,-15.829736640676856,1336088.9641738483,55.37135344642541,9.136961428935036,-35.56785541054331,-2418242.0857840544,5385704.140653722,2405767.9383413657
64,22.305754959176625,114.1805651803917,-1.773315372876823,1336120.767218053,49.75470070465741,5.449205338826041,-21.51138363720879,-2418242.862022892,5385719.581803175,2405769.8616428403
65,22.30549661804556,114.18016359320882,135.26546496804804,1336244.5343634929,8.375634133828681,-23.158619450266738,115.5275452511768,-2418261.492683243,5385862.097124188,2405795.4073781325
66,22.305639937172298,114.1802843639022,106.98287697508931,1336241.237026651,20.819938340148138,-7.287876697810969,87.24496687112315,-2418259.6599572543,5385827.634167236,2405799.355939402
67,22.305625295971446,114.18027473745047,119.43150611128658,1336270.0235797102,19.828058529700137,-8.909207695219067,99.69359709656975,-2418263.7246449892,5385839.108469537,2405802.580785843
68,22.305637606456237,114.18031538714722,118.74622575100511,1336289.9122110382,24.016653529184904,-7.5459809238280355,99.00830411487365,-2418267.074113207,5385836.342394978,2405803.5819031987
69,22.30564960166874,114.18027974211613,124.49780489131808,1336317.0064172007,20.34375867416929,-6.217684037414443,104.75989746205877,-2418265.6965650236,5385842.241257875,2405806.9938136293
70,22.30567614709882,114.18021587964071,127.10215148050338,1336343.71489055,13.763281838075775,-3.2781421055490845,107.36426383721522,-2418260.2233858174,5385846.116935045,2405810.701878114
71,22.30565610084607,114.18014799148119,137.43058966938406,1336374.2286346303,6.768000186421211,-5.498010320423741,117.6927117435304,-2418258.1009909203,5385858.468075206,2405812.5682631433
72,22.305632937939514,114.18015475668027,141.37748019769788,1336398.397199612,7.465103103413657,-8.063001600308105,121.63959875346227,-2418260.6313949223,5385862.401831545,2405811.6932394514
73,22.305613611714293,114.18014870971153,146.0696063861251,1336423.876227277,6.842019136548765,-10.203135456435627,126.3317225584394,-2418262.1738031823,5385867.358217995,2405811.4941352746
74,22.305593091161434,114.18012741944871,154.52707447856665,1336451.9577279016,4.648239184940481,-12.475536720513999,134.78918856612705,-2418263.73078595,5385876.181715853,2405812.601790214
75,22.30558518015436,114.18013178373332,151.74249260500073,1336470.6729602388,5.097941607746102,-13.35157283042612,132.0046045665423,-2418263.2219912373,5385873.950652468,2405810.734422093
76,22.305567896384492,114.18012163677643,159.37186246272177,1336499.9442511124,4.052385210403749,-15.265545485697329,139.63397085676027,-2418265.456918901,5385881.480810146,2405811.8593812836
77,22.30577198827818,114.18161645573767,-163.79347844887525,1336264.021280788,158.0733426897925,7.335448867389541,-183.53331256567873,-2418279.984652519,5385537.8142763525,2405710.1115957075
78,22.305771532358296,114.18170378628287,-181.20052955951542,1336271.9221731406,167.07113606965342,7.285038207574675,-200.94059286287506,-2418281.604247981,5385519.454441854,2405703.458053643
79,22.305494895767772,114.18007567927576,181.35937824938446,1336580.6945361784,-0.6831720468327998,-23.349510815140047,161.62146329324048,-2418270.7259129765,5385904.777014151,2405812.7256387505
80,22.305567989690854,114.18022467838776,134.58902676496655,1336568.0882466612,14.669945893235194,-15.255147022911245,114.85111960724414,-2418265.7496975516,5385856.211474579,2405802.462712741
81,22.30558816825642,114.18018807970648,137.86538504064083,1336592.1334355776,10.898761851472416,-13.020647709131602,118.12749041866533,-2418263.2036006525,5385859.747739698,2405805.7735497262
82,22.305531101670564,114.18008451970535,168.88894345797598,1336635.9133617633,0.22776694521570837,-19.340118629394013,149.15104202283064,-2418266.207867632,5385892.490613362,2405811.701888724
83,22.305500595757763,114.18005228454075,176.7564571937546,1336664.763755715,-3.0938204304688632,-22.718290924266263,157.0185438169373,-2418266.6843324355,5385901.661008877,2405811.5625954387
84,22.305687267943313,114.18078054736935,-1.4236518926918507,1336546.860213322,71.9460017377153,-2.0464554020295647,-21.161929759348386,-2418264.404058278,5385713.382408947,2405763.0595025793
85,22.305619404152928,114.18024486538447,114.96743365935981,1336663.7871504822,16.749989466129627,-9.56164397310522,95.22953251585996,-2418259.326385335,5385836.827500218,2405800.28284202
86,22.305690604767033,114.1807566576905,2.575478183105588,1336594.9865322702,69.48446654759223,-1.6769665001398346,-17.162772300071172,-2418263.6165535413,5385717.638021417,2405764.919216729
87,22.305626144701495,114.18026306561235,110.68008017353714,1336704.3912795137,18.625350902800097,-8.815211624284887,90.94217491339028,-2418259.2964435993,5385832.182361989,2405799.3461610107
88,22.305695667001846,114.18070250543448,10.55639235675335,1336645.622914218,63.904727307327725,-1.1164279564474335,-9.181799683319806,-2418261.463658784,5385726.465369102,2405768.466975793
89,22.30563942111448,114.18031212324983,95.91366574075073,1336735.8550896181,23.680252164057688,-7.345006118726922,76.17574559792524,-2418258.083449328,5385817.1399271,2405795.101780817
90,22.305660863554547,114.18045570418572,62.182083130814135,1336729.578170609,38.47476055644826,-4.970498071965455,42.444093240386955,-2418258.4279631176,5385781.788335925,2405784.495817899
91,22.305497877883145,114.18002596378659,180.83294673543423,1336839.6054805599,-5.8059770998818525,-23.019275586598333,161.09503038100087,-2418265.801734755,5385906.316693062,2405812.831356399
92,22.305658545559105,114.18045786995688,60.43538909777999,1336769.5388433633,38.697912530010306,-5.227180476278295,40.69739765297168,-2418258.0095208883,5385780.311596673,2405783.5953872143
93,22.305659802844033,114.18049099490611,52.285768740810454,1336784.072843361,42.111065539429646,-5.087939031107863,32.54775579765117,-2418258.013210477,5385771.987041555,2405780.6310268287
94,22.305648788027984,114.18045448076445,58.57831796631217,1336810.0875470883,38.34868037717474,-6.307684338306418,38.84032764644179,-2418257.155162605,5385779.261399659,2405781.8908876227
95,22.305663365838008,114.18038981543287,79.19933228660375,1336846.8582421942,31.685640987021685,-4.693434347478033,59.4613799311742,-2418258.6402310333,5385798.835851941,2405791.211031608
96,22.305612358887032,114.18049737688622,62.531957416795194,1336855.4903462627,42.768749431501284,-10.341676292220221,42.79393371097874,-2418263.3128139903,5385782.184515977,2405779.6593359536
97,22.305646068973772,114.18052775263172,40.45644188206643,1336859.491436056,45.8985098771643,-6.608740687301067,20.718401417911704,-2418257.221982221,5385760.9782842845,2405774.734212559
98,22.305372492599904,114.18007617743626,187.5947808055207,1336991.3216947757,-0.6318415373043387,-36.904177986521084,167.8568014937093,-2418275.2429375914,5385914.711884834,2405802.551853193
99,22.305567488462614,114.18057769940185,61.96834921464324,1336918.0508444218,51.04522874467947,-15.310399337424135,42.23025462592417,-2418271.421990376,5385780.039084912,2405774.848469449
100,22.30561488598196,114.18054191762727,50.708985997363925,1336930.7195804727,47.3581584813557,-10.061805098123326,30.970930330658156,-2418262.9756528446,5385770.229150616,2405775.430864164
101,22.30565474633575,114.18053437471471,39.03851315006614,1336942.4665826538,46.58083648268257,-5.647848622490648,19.300468670625794,-2418257.1577239414,5385759.169357765,2405775.0850289664
102,22.3055658730584,114.1802898428054,104.61810602154583,1337012.1561043574,21.384494118986428,-15.48945511002115,84.88017932869593,-2418260.5538904364,5385828.2468194915,2405790.870518229
103,22.30562470210646,114.18053006508156,46.078295815736055,1336988.967608959,46.136832513885984,-8.974810679752059,26.340250727510735,-2418259.937669662,5385766.444751407,2405774.678954341
104,22.305607794840647,114.18052707455531,50.762507343664765,1337012.640286364,45.82872734593702,-10.84704946463296,31.02446155093433,-2418261.7227742476,5385771.172684067,2405774.7246958045
105,22.305575646862916,114.1804016418981,79.66618405655026,1337054.0629951586,32.904270887021646,-14.407063936173047,59.92821091130677,-2418261.4389815,5385802.094021016,2405782.401439115
106,22.305634542333674,114.18046730960842,48.88405721727759,1337050.3799836426,39.67051272680482,-7.8851722372880255,29.146057052747572,-2418254.932564191,5385771.08420926,2405776.751996241
107,22.305610344169306,114.18040924058535,64.96312786825001,1337082.3251728914,33.68715934797768,-10.564803456658165,45.2251581993332,-2418255.9840347474,5385788.033599159,2405780.3756720717
108,22.30556015295213,114.18027721274036,100.96956954523921,1337129.2800898883,20.08306695641144,-16.122870661584848,81.23164550117181,-2418258.0824878095,5385825.919848952,2405788.899705154
109,22.3055780430771,114.18034622658497,83.21818848419935,1337135.9307969732,27.194250376325705,-14.141736166212603,63.48024282426815,-2418257.5347577888,5385807.338924055,2405783.995080571
110,22.305650578628246,114.18047473100295,38.16008107922971,1337121.51404438,40.43514217238061,-6.10937648046611,18.42207807282244,-2418251.2901173327,5385761.105112142,2405774.3246446964
111,22.30566475611009,114.18053745470232,22.13755531050265,1337129.0542566476,46.89807095129656,-4.539402198094725,2.399509395588585,-2418250.8700818457,5385744.391214864,2405769.6958022225
112,22.30564421088262,114.18050393778468,32.33722921088338,1337156.342913613,43.44457188710426,-6.814494972770937,12.599205706321426,-2418251.9385169283,5385755.202074943,2405771.462227591
113,22.305638870601133,114.18051183865545,30.954549357295036,1337174.7386803248,44.25866915913808,-7.405847050977996,11.216519597018923,-2418252.2491450114,5385753.906383492,2405770.390329096
114,22.305644907789333,114.18051535752323,26.578860023990273,1337191.0501538839,44.621220473233095,-6.737313572975769,6.840828483933192,-2418250.8177592973,5385749.833320107,2405769.348051405
115,22.305647743292415,114.18051371288296,23.894525323994458,1337208.0288772613,44.45173740970459,-6.423322235408239,4.15649529080643,-2418249.5970875886,5385747.528446156,2405768.619713292
116,22.305636248026637,114.1804893372536,28.961963457986712,1337230.8994920107,41.94011436401123,-7.6962617406555776,9.223949012125207,-2418249.4240672677,5385753.274903703,2405769.3653688123
117,22.30564080723444,114.18050838193574,21.675161423161626,1337245.0788566489,43.90242461527834,-7.19138453082976,1.9371343702191008,-2418248.374337144,5385746.1462477585,2405767.066768968
118,22.305643156096178,114.1805163349563,17.077441876754165,1337260.9860111438,44.7218689853328,-6.931276441982766,-2.6605905767993074,-2418247.339112775,5385741.840058128,2405765.5623550103
119,22.305634613526916,114.18049622989129,20.624716782942414,1337282.799729353,42.650275714861216,-7.8772456633733485,0.8866974078050066,-2418246.9406068483,5385746.010044718,2405766.033537946
120,22.305633898357907,114.18049679445748,18.253414114937186,1337300.0744991356,42.708432820225426,-7.956436612411511,-1.484605748453588,-2418246.1073535,5385744.012263726,2405765.060248636
121,22.305630101575748,114.18049107781464,17.553405067883432,1337318.7282113768,42.11938810998119,-8.376872974114615,-2.1846114218805877,-2418245.370082015,5385743.808310469,2405764.4055867586
122,22.30562773559487,114.18048643469044,16.4600441865623,1337336.903334408,41.64095553876329,-8.638869017622824,-3.2779695136687184,-2418244.5600226605,5385743.1722009,2405763.748213176
123,22.305621075760644,114.18047190026051,18.123918228782713,1337357.039307161,40.143344802667755,-9.376350206361971,-1.6140869209835123,-2418243.9389992733,5385745.44529873,2405763.6974400836
124,22.305386772703372,114.18028697745537,90.00421007350087,1337429.4924500177,21.08922373207307,-35.32227471681112,70.26620494804332,-2418257.8297883007,5385822.900641982,2405766.975041273
125,22.305344432079114,114.18024705736637,102.48374732211232,1337457.8888192936,16.97585411828304,-40.01098927060806,82.74572662894366,-2418259.535435744,5385836.741671894,2405767.373755361
126,22.30561245981343,114.18044538399178,18.078157549723983,1337413.8986651865,37.41111796019176,-10.33044158313711,-1.6598324787729635,-2418241.577483501,5385746.856177752,2405762.7973788786
127,22.30538276409946,114.18026471363406,88.5954338721931,1337485.3298840367,18.795132570893564,-35.76616642885176,68.85743342849209,-2418255.2721222593,5385822.805009052,2405766.029668296
128,22.30560609305015,114.18042749686803,18.382068754173815,1337451.9252362936,35.568036970412145,-11.035468280957895,-1.3559119239114814,-2418240.120889343,5385748.111737386,2405762.2604604987
129,22.305413179917817,114.18027240891682,78.19291393365711,1337515.4705199816,19.588026268811756,-32.397987395684815,58.45492919942067,-2418251.529724341,5385812.534300281,2405765.1975602475
130,22.305445590319614,114.18028956443123,67.95205645170063,1337526.6680482016,21.35570570421933,-28.808947385947786,48.21408335655124,-2418248.7035121545,5385801.924280518,2405764.6311437385
131,22.30559604285485,114.18039141405592,21.97133883088827,1337511.2933121244,31.850093811775466,-12.148388977404073,2.233375760910041,-2418238.262351233,5385753.049332951,2405762.5931255314
132,22.305586167804325,114.18036109225412,27.93134857621044,1337534.8649921063,28.725770295596377,-13.241919272966085,8.19339814632919,-2418237.840739484,5385759.737963913,2405763.8435383295
133,22.3055854333825,114.18035344486772,27.549933512695134,1337553.5949923072,27.93778282177251,-13.323246039866019,7.811986411135111,-2418236.9899932668,5385759.766976066,2405763.6235329146
134,22.305588525441323,114.18034861102419,27.04824708495289,1337572.2999603965,27.439701321369093,-12.980847074983643,7.310302855514182,-2418236.29226508,5385759.429017572,2405763.7498976868
135,22.30559361207053,114.18035070295791,24.923943136818707,1337589.5604559574,27.65524372750857,-12.41757520219244,5.185999103018129,-2418235.596309701,5385757.352786779,2405763.4647451453
136,22.30553169176356,114.18029969246827,43.46000770572573,1337622.3160840003,22.39920553984782,-19.274376119152294,23.722067162094508,-2418238.8917694557,5385777.524278826,2405764.1563584413
137,22.30559019609429,114.18033872697076,24.45300958864391,1337627.177375109,26.421238518648,-12.795844029201762,4.715070032708265,-2418234.3509192453,5385757.591753341,2405762.936041121
138,22.305593119607323,114.18033430606759,24.028528980910778,1337645.8941109597,25.965707081370613,-12.472109196251084,4.290591939610061,-2418233.7241669777,5385757.30798989,2405763.074441564
139,22.305612853839595,114.18033515598337,19.339060336351395,1337661.392470389,26.053259455620164,-10.286834415139408,-0.39887314375303423,-2418231.6872029887,5385752.557574375,2405763.3163179704
140,22.305574089606903,114.1803006979804,33.80495141632855,1337691.3884781583,22.502772864685472,-14.579421082242515,14.067023033677598,-2418234.5975117753,5385767.707385195,2405764.8354435093
141,22.30557973020453,114.1803034155354,33.489568404853344,1337710.7568605237,22.782787709221658,-13.95480835086151,13.751640432226276,-2418234.6363371722,5385767.110235909,2405765.2936147447
142,22.30560051741653,114.1803101580388,26.74543133750558,1337724.8776585252,23.477506951096352,-11.652922931116287,7.007505492679161,-2418232.3565106075,5385760.336604313,2405764.863529602
143,22.305630324818765,114.180326337027,24.558606369420886,1337741.9314691888,25.144573885480153,-8.352198143782424,4.820679376759457,-2418232.5354547435,5385756.6652148375,2405767.0872613895
144,22.30562731647801,114.18033821776352,33.381490278057754,1337768.1068795214,26.368799810355267,-8.685336352446804,13.643557898662909,-2418237.0475435606,5385763.7256199075,2405770.127759761
145,22.30566440607948,114.18033386309153,36.92884605936706,1337789.510529918,25.920102147068715,-4.578222547289338,17.19091980962841,-2418237.3439938305,5385765.4813028565,2405775.2739413115
146,22.305707478167147,114.1803535875346,53.372335630469024,1337819.9716470793,27.952572029108307,0.19137190306846574,33.63440244984421,-2418244.6879887786,5385776.875624646,2405785.9277319764
147,22.305696041026103,114.18037319640031,52.41801156569272,1337841.0235483814,29.973071910769058,-1.075120016708546,32.68006912744126,-2418246.366460388,5385775.681078779,2405784.3937936234
148,22.30571545940089,114.18040895578245,63.89553760830313,1337869.3164467306,33.65778230159152,1.0751897170449232,44.15757679875397,-2418253.743054655,5385783.114272923,2405790.7394682756
149,22.30572070770784,114.18042798378167,69.25651240814477,1337892.0458397933,35.61846332550011,1.6563695676763226,49.518540831436056,-2418257.472926275,5385786.6345862625,2405793.3119043093
150,22.30574165982628,114.18042715088508,82.75053575541824,1337919.735635403,35.532711107451334,3.9765238634619324,63.01256362715547,-2418262.147634054,5385797.255314143,2405800.580079257
151,22.305757136364477,114.18045725067492,86.82852568104863,1337942.7506458736,38.63423416115594,5.6903427716235155,67.09053422312253,-2418266.255969213,5385798.833312064,2405803.713443179
152,22.30574520044596,114.18050488273173,104.88244689442217,1337975.1594425035,43.54240286707665,4.368633046593318,85.14442488161455,-2418277.7806161838,5385812.518014523,2405809.342957844
153,22.305734717180552,114.18053315393225,114.46846732310951,1338001.3430126654,46.45556969568657,3.2077688013145496,94.7304254617621,-2418284.2513347887,5385819.817292417,2405811.9073089994
154,22.30579012209238,114.18051649249017,105.12246099486947,1338012.8690246462,44.738671692297224,9.343091566260258,85.38442533283444,-2418278.18952169,5385810.508181214,2405814.036278975
155,22.305824559387926,114.18052347646865,89.82623908855021,1338021.1551361682,45.458187704679105,13.156519145139965,70.0881915781081,-2418272.4564556787,5385795.983055784,2405811.758695689
156,22.305826582597046,114.18052591640452,83.66256009135395,1338036.162092402,45.7095556612407,13.380548948458737,63.924510318933386,-2418270.31517699,5385790.600378969,2405809.626547068
157,22.305803177497268,114.18053527718317,84.28344179410487,1338055.1530452904,46.67410847143863,10.788768487344491,64.54538997468565,-2418271.8333201706,5385791.62671269,2405807.464358361
158,22.305808944572487,114.1805316357307,77.35944039188325,1338069.477234974,46.29883869399727,11.427377121773695,57.62139018796135,-2418268.767803546,5385785.7154548215,2405805.4271888356
159,22.305813490989,114.1805209159646,74.3955224500969,1338086.873610339,45.19424578104715,11.930819244701839,54.65747923837372,-2418266.5586654777,5385783.492046964,2405804.76801201
160,22.30582285061547,114.18052032994291,70.78155095875263,1338102.9605705056,45.13383325278468,12.967256667371997,51.043506140320254,-2418264.972886954,5385780.107735968,2405804.355217493
